KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,ESLi,ESLs,ESLg
1095.01,2.7384,5394,50,136.9783,0.0019,51.59825,0.00052,70,21,0.2841,0.0019,1.41,0.42,25.8,0.272,422,-,4,,,0.226,0.276,0.25
1099.01,3.716,4404,34,131.003,0.0027,161.5252,0.0021,352.6,9.6,0.0613,0.0012,0.031,0.056,3.7,0.573,244,-,4,,,0.61,0.766,0.684
1101.01,2.2767,333,11,67.8593,0.0075,2.847635,0.000091,10.01,0.88,0.0177,0.0012,0.0617,-,1.1,0.036,865,-,4,,,0.97,0.131,0.357
1102.01,3.8679,500,18,70.6093,0.0063,12.3318,0.00034,14,36,0.025,0.013,0.8,1.1,3.2,0.108,841,-,4,,,0.65,0.12,0.279
1102.02,3.8409,376,17,73.563,0.0067,8.14561,0.00024,11.4,1.2,0.0074,0.0031,0.744,0.022,0.9,0.082,966,-,4,,,0.977,0.105,0.32
1106.01,3.6049,337,15,72.9022,0.0069,7.42603,0.00022,14.1,1.6,0.0093,0.0013,0.015,0.014,0.9,0.076,905,-,4,,,0.977,0.12,0.342
1108.01,3.6924,340,18,73.0373,0.0063,9.46255,0.00026,20.15,0.89,0.01828,0.00064,0.012,0.01,1.4,0.086,672,-,4,,,0.892,0.202,0.425
1109.01,6.423,213,11,67.738,0.015,6.72233,0.00043,8,83,0.013,0.03,0.4,3.6,1.4,0.068,822,-,4,,,0.892,0.136,0.349
1110.01,3.5692,312,11,68.093,0.01,8.73492,0.00039,20.4,1.4,0.0182,0.0011,0.031,0.01,1.9,0.085,837,-,4,,,0.794,0.12,0.309
1111.01,3.7924,330,10,69.5,0.011,10.26494,0.00051,21.3553,0.0018,0.02,0.83,0.041,0.01,1.6,0.092,689,-,4,,,0.849,0.186,0.397
1112.01,7.9162,402,14,91.323,0.013,37.8122,0.0023,36.4,1.6,0.01946,0.00084,0.053,0.014,2.2,0.226,547,-,4,,,0.759,0.288,0.468
1113.01,4.6584,380,18,82.7491,0.0072,25.93496,0.00086,23,84,0.022,0.014,0.8,1.2,2.6,0.178,676,-,4,,,0.71,0.19,0.367
1113.02,7.0361,452,15,91.699,0.01,83.4411,0.0042,52,141,0.023,0.012,0.8,1.1,2.8,0.388,458,-,4,,,0.688,0.375,0.508
1114.01,2.3308,280,11,72.7953,0.0073,7.0472,0.00022,14.1,4.2,0.0181,0.0014,0.66,0.2,2.2,0.073,960,-,4,,,0.759,0.097,0.271
1115.01,6.0624,214,17,69.3262,0.0097,12.99172,0.00055,16.66,0.45,0.01371,0.00052,0.012,0.014,2,0.111,837,-,4,,,0.778,0.118,0.303
1116.01,1.9015,172,21,68.1021,0.0033,3.749224,0.000053,14,68,0.013,0.013,0.4,2.3,1.4,0.048,1144,-,4,,,0.892,0.068,0.247
1117.01,6.198,136,21,74.7572,0.0081,11.08977,0.00039,11,41,0.0119,0.009,0.6,1.8,1.2,0.101,842,-,4,,,0.942,0.136,0.357
1118.01,1.7024,182,12,70.6009,0.0056,7.37325,0.00018,36.4,3.1,0.01365,0.00097,0.023,0.01,1.8,0.077,1049,-,4,,,0.812,0.076,0.249
1128.01,1.7084,177,44,66.0736,0.0015,0.9748817,0.0000064,4.493,0.078,0.01342,0.0003,0.0103,-,1,0.019,1378,-,4,,,1,0.049,0.222
1129.01,1.4556,310,9.1,66.3832,0.0063,4.89768,0.00013,24,145,0.022,0.027,0.7,2.1,2.7,0.056,959,-,4,,,0.699,0.094,0.256
1141.01,2.7088,705,15,68.1853,0.0063,5.72796,0.00015,16.43,0.91,0.0273,0.0012,0.0488,-,2,0.052,634,-,4,,,0.778,0.202,0.397
1142.01,2.0797,428,16,66.4288,0.0046,3.755719,0.000073,13.9,4.2,0.01927,0.00098,0.031,0.009,1.5,0.046,892,-,4,,,0.87,0.113,0.314
1144.01,3.4602,207,14,67.5826,0.0077,2.441836,0.000078,5.44,0.21,0.01666,0.00054,0.0224,-,1.6,0.036,1250,-,4,,,0.849,0.054,0.214
1145.01,5.351,448,23,95.8746,0.0052,30.5908,0.00075,45.6,1.4,0.02011,0.00055,0.023,0.014,2,0.195,549,-,4,,,0.778,0.263,0.452
1146.01,2.0887,371,12,69.3494,0.0063,7.09695,0.0002,22,201,0.024,0.044,0.7,2.4,1.3,0.056,512,-,4,,,0.916,0.338,0.556
1148.01,4.7868,186,15,68.4025,0.009,11.47566,0.00044,10,44,0.015,0.012,0.8,1.3,2.2,0.104,952,-,4,,,0.759,0.099,0.274
1149.01,1.7338,248,7.3,69.2328,0.0088,7.16918,0.00027,18.3,5.5,0.0173,0.0021,0.7,0.21,1.6,0.072,783,-,4,,,0.849,0.145,0.351
1150.01,1.9085,76,20,66.9456,0.0036,0.677375,0.000011,2.78,0.22,0.00648,0.00053,0.0522,-,0.7,0.015,1940,-,4,,,0.921,0.02,0.137
1151.01,3.3203,104,14,67.8179,0.007,5.21785,0.00015,11.62,0.54,0.0107,0.00041,0.0566,-,1.2,0.059,989,-,4,,,0.942,0.097,0.303
1151.02,3.4924,107,12,68.7486,0.008,7.41084,0.00025,18.1,1,0.0109,0.00051,0.057,0.01,1.2,0.075,877,-,4,,,0.942,0.125,0.343
1152.01,3.4095,81037,309,111.24288,0.00037,4.7222503,0.0000086,12.99,0.5,0.2689,0.003,0.41,0.21,19.2,0.046,676,-,4,,,0.266,0.129,0.186
1159.01,5.0986,2254,34,99.1389,0.0072,64.6198,0.002,54,18,0.0538,0.0039,0.87,0.34,5.3,0.304,372,-,4,,,0.517,0.465,0.49
1160.01,3.1995,998,19,73.5808,0.0053,13.21436,0.00029,32.4,1.6,0.0296,0.0011,0.013,0.044,1.8,0.104,529,-,4,,,0.812,0.29,0.485
1161.01,3.7439,342,21,68.9164,0.0054,6.05767,0.00014,9,46,0.02,0.019,0.7,1.9,2.3,0.065,925,-,4,,,0.746,0.104,0.279
1162.01,11.7092,861,65,106.9379,0.0033,158.6951,0.0026,90,86,0.0285,0.0056,0.54,0.98,3.9,0.594,375,-,4,,,0.596,0.486,0.538
1163.01,1.8096,320,20,68.7149,0.0034,2.936566,0.000043,12.94,0.56,0.01869,0.00061,0.0677,-,1.9,0.04,1153,-,4,,,0.794,0.061,0.22
1163.02,3.47,321,17,67.8239,0.0066,8.01533,0.00022,18.36,0.88,0.01746,0.0007,0.027,0.01,1.8,0.079,821,-,4,,,0.812,0.127,0.321
1164.01,3.582,206,15,66.3891,0.0073,2.801128,0.000088,5.95,0.26,0.01489,0.00055,0.0147,-,1.2,0.032,829,-,4,,,0.942,0.14,0.363
1165.01,1.8463,473,35,69.3531,0.002,7.05404,0.00006,34.8,1.3,0.02087,0.0006,0.0053,-,2.9,0.074,1009,-,4,,,0.678,0.083,0.238
1166.01,1.5231,513,15,66.2153,0.004,7.67503,0.00013,30,221,0.028,0.04,0.8,2,2.8,0.078,880,-,4,,,0.688,0.112,0.277
ﾆ1168.01,23.2431,779,28,161.4507,0.008,458,2054,154,693,0.02577,-,-,-,3.9,1.221,291,-,4,,,#N/A,#N/A,#N/A
1169.01,1.5932,181,48,66.2862,0.0013,0.6892091,0.000004,3.4,1,0.01247,0.00026,-,-,1.2,0.015,1895,-,4,,,0.942,0.022,0.145
1170.01,1.2491,470,19,70.3023,0.0028,7.343619,0.00009,29,185,0.024,0.029,0.8,1.9,1.4,0.073,670,-,4,,,0.892,0.203,0.426
1175.01,12.4129,106,13,75.956,0.02,31.5953,0.0028,19.76,0.73,0.00972,0.00043,0.025,0.02,0.9,0.195,493,-,4,,,0.977,0.377,0.607
1176.01,1.8347,28812,735,111.6887,0.0001,1.9737605,0.000001,9.635,0.024,0.15708,0.00029,0.001,0.01,11.1,0.028,974,-,4,,,0.357,0.07,0.158
1177.01,2.522,19849,46,113.6797,0.0018,3.3056,0.00003,11.3,3.4,0.1301,0.003,-,-,9.8,0.043,945,-,4,,,0.381,0.076,0.171
1187.01,0.7778,1692,187,66.79903,0.00021,0.3705285,0.0000004,3.809,0.035,0.03961,0.00024,0.0263,-,2.5,0.01,1789,-,4,,,0.721,0.024,0.13
ﾆ1192.01,17.0021,1289,31,105.5114,0.0099,123,-,57.3,0.19,0.033,0.055,0.017,0.069,4.1,0.491,362,-,4,,,#N/A,#N/A,#N/A
1193.01,3.2991,2482,33,82.2193,0.0035,59.5309,0.0011,59,18,0.106,0.038,1.04,0.31,12.9,0.303,463,-,4,,,0.33,0.276,0.302
1198.01,5.4692,608,17,72.4887,0.0086,16.08903,0.00063,20,152,0.024,0.037,0.5,2.8,2,0.128,679,-,4,,,0.778,0.178,0.372
1198.02,5.2647,279,9.9,75.726,0.014,10.30133,0.00063,16.75,0.97,0.0184,0.00095,0.038,0.01,1.5,0.095,788,-,4,,,0.87,0.146,0.356
1199.01,5.5648,973,23,80.864,0.0062,53.5296,0.0015,76.9,2.5,0.02917,0.00083,0.007,0.028,2.7,0.263,379,-,4,,,0.699,0.509,0.596
1201.01,0.9997,568,12,66.0546,0.0039,2.757529,0.000046,13,3.9,0.0262,0.0028,0.67,0.2,1.4,0.03,686,-,4,,,0.892,0.195,0.417
1202.01,1.366,381,15,66.8036,0.0037,0.928308,0.000015,6.04,0.28,0.02657,0.00085,0.059,-,1.5,0.015,1104,-,4,,,0.87,0.072,0.251
1203.01,5.2656,749,15,93.2296,0.0092,31.8811,0.0014,46.8,2.4,0.0254,0.0011,0.03,0.07,2.5,0.201,544,-,4,,,0.721,0.285,0.453
1203.02,3.3983,475,12,75.9003,0.0086,14.12823,0.00054,21,146,0.025,0.033,0.8,2,2.4,0.117,713,-,4,,,0.733,0.174,0.357
1204.01,6.4828,300,13,69.33,0.013,8.39776,0.00048,9.82,0.3,0.01683,0.00073,0.047,0.01,1.7,0.083,906,-,4,,,0.83,0.106,0.296
1205.01,5.204,348,19,72.9508,0.0078,8.63851,0.00029,8,34,0.02,0.016,0.8,1.6,2.1,0.085,888,-,4,,,0.773,0.115,0.298
1207.01,2.1368,662,16,75.3282,0.0046,13.73459,0.00028,29,158,0.029,0.029,0.9,1.4,2.9,0.111,650,-,4,,,0.678,0.201,0.369
ﾆ1208.01,8.588,3055,74,182.4388,0.0017,300,-,182.55974,-,0.05951,-,0.8091,-,7,0.913,301,-,4,,,#N/A,#N/A,#N/A
1210.01,5.8162,263,17,67.0989,0.0091,14.55495,0.00057,19.4,0.8,0.01534,0.00058,0.009,0.01,1.2,0.119,673,-,4,,,0.942,0.21,0.445
1212.01,3.8647,252,9.4,67.918,0.013,11.30143,0.00059,24.8,2.1,0.0159,0.0012,0.214,0.01,1.8,0.101,798,-,4,,,0.812,0.134,0.33
1214.01,2.8863,163,9.8,66.4458,0.0095,4.24176,0.00017,9.81878,0.0004,0.01236,-,0.5139,-,1.5,0.052,1146,-,4,,,0.87,0.067,0.241
1215.01,7.462,210,25,75.118,0.0069,17.32298,0.00055,13,38,0.015,0.0086,0.7,1.5,2.2,0.138,869,-,4,,,0.759,0.119,0.301
1215.02,7.2268,235,20,78.3889,0.0084,33.0058,0.0015,35,289,0.014,0.024,0.1,3.4,2.1,0.212,701,-,4,,,0.773,0.184,0.377
1216.01,4.0428,167,16,67.3671,0.0074,11.13127,0.00035,12,51,0.015,0.012,0.8,1.3,2,0.101,883,-,4,,,0.778,0.106,0.287
1218.01,4.7972,268,21,66.6822,0.006,29.61863,0.00078,28,91,0.018,0.011,0.8,1.2,2.2,0.192,593,-,4,,,0.759,0.249,0.435
1219.01,3.0841,89,7.8,67.686,0.012,3.50394,0.00018,8.93,0.24,0.01088,0.00063,0.034,0.01,1.2,0.044,1031,-,4,,,0.942,0.089,0.289
1220.01,2.3617,119,14,69.8892,0.0058,6.40068,0.00016,15.6,4.7,0.011,0.00063,0.45,0.14,1.1,0.065,797,-,4,,,0.97,0.155,0.387
1221.01,7.8099,137,16,71.535,0.013,30.1562,0.0016,27,149,0.012,0.013,0.6,2.3,5,0.212,944,-,4,,,0.531,0.087,0.215
1221.02,12.5482,121,15,85.316,0.016,51.0917,0.0039,18,46,0.0124,0.0059,0.8,1,5.3,0.301,792,-,4,,,0.517,0.123,0.253
1222.01,3.2088,54,8.7,67.499,0.011,4.28545,0.00019,10.81,0.53,0.00955,0.00042,0.018,0.01,0.8,0.048,841,-,4,,,0.951,0.136,0.359
1226.01,7.823,79904,1238,106.16362,0.00021,137.75992,0.00016,169,51,0.25847,0.00028,-,-,26.6,0.514,301,-,4,,,0.223,0.451,0.317
1227.01,1.7476,16872,105,66.57494,0.00064,2.1552826,0.0000059,10.6,3.2,0.1204,0.0013,-,-,8.3,0.032,1066,-,4,,,0.415,0.061,0.159
1230.01,31.8501,5970,313,147.034,0.0028,165.7537,0.004,43.5,2.4,0.07472,0.00091,0.62,0.22,50.2,0.67,650,-,4,,,0.155,0.112,0.132
1236.01,7.8927,689,39,84.0494,0.005,35.74468,0.00084,35.69,0.62,0.02448,0.0004,0.028,0.033,2.8,0.222,627,-,4,,,0.688,0.217,0.386
1236.02,5.6648,179,20,70.6889,0.0076,6.15488,0.00021,8.25,0.21,0.01465,0.00034,0.0146,-,1.7,0.069,1125,-,4,,,0.83,0.067,0.235
1238.01,7.1034,490,24,72.1086,0.0079,27.07239,0.00092,29.55,0.86,0.02088,0.00055,0.021,0.022,2.1,0.177,543,-,4,,,0.773,0.294,0.477
1240.01,2.2251,236,26,66.6516,0.003,2.13957,0.000027,7.74,0.27,0.01517,0.00042,0.0088,-,1.5,0.033,1272,-,4,,,0.87,0.053,0.214
1241.01,10.5451,315,30,80.0705,0.009,21.40827,0.00083,9,10,0.0198,0.0039,0.84,0.67,10.4,0.17,1142,-,4,,,0.369,0.05,0.136
1241.02,12.6584,141,22,68.746,0.013,10.49447,0.00056,4.2,8.5,0.0133,0.0051,0.8,1.1,7,0.106,1446,-,4,,,0.452,0.032,0.12
1242.01,4.6572,2603,85,216.2398,0.0015,99.642,0.0011,95,29,0.05844,0.00065,0.78,0.23,6.3,0.436,412,-,4,,,0.476,0.385,0.428
1244.01,3.062,301,18,67.0974,0.0056,10.80458,0.00025,23,178,0.017,0.027,0.5,2.8,1.5,0.097,746,-,4,,,0.87,0.162,0.376
1245.01,5.3201,239,18,73.7271,0.0084,13.72029,0.00051,20.1,0.8,0.01464,0.00051,0.005,0.01,1.5,0.116,774,-,4,,,0.87,0.151,0.362
1246.01,3.5116,326,13,81.5517,0.0086,19.03726,0.00071,23,97,0.021,0.016,0.9,1.2,2.4,0.144,723,-,4,,,0.733,0.169,0.352
1257.01,4.441,7473,110,106.7926,0.0011,86.64814,0.00043,164.8,1.4,0.07981,0.00052,0.026,0.02,10.4,0.385,398,-,4,,,0.369,0.368,0.368
1258.01,6.3287,2841,58,93.3913,0.0028,36.33921,0.00048,37,22,0.0533,0.0066,0.63,0.72,4.2,0.214,446,-,4,,,0.576,0.365,0.459
1261.01,11.5198,4741,90,149.0435,0.0024,133.4589,0.0018,94.43,0.75,0.06354,0.00046,0.026,0.017,6.3,0.521,335,-,4,,,0.476,0.525,0.5
1264.01,3.5197,1034,25,75.2628,0.0044,14.13146,0.00027,31.8,1.1,0.03033,0.00087,0.003,0.01,2.7,0.114,637,-,4,,,0.699,0.212,0.384
1266.01,3.9623,816,30,70.6651,0.0041,11.41944,0.0002,23.21,0.66,0.02688,0.00062,0.029,0.047,2,0.087,543,-,4,,,0.778,0.268,0.456
ﾆ1268.01,10.3358,5940,76,293.0702,0.0019,191,14,135.9,9.9,0.07383,-,0.4742,-,8.6,0.671,336,-,4,,,#N/A,#N/A,#N/A
1270.01,1.2127,815,29,71.5555,0.0017,5.729434,0.000043,20,65,0.033,0.02,0.9,1.1,2,0.06,698,-,4,,,0.778,0.169,0.362
1273.01,5.3917,1064,35,102.9068,0.004,40.05949,0.00075,58.8,1.3,0.03022,0.00057,0.028,0.039,2.8,0.23,460,-,4,,,0.688,0.373,0.506
1275.01,6.3429,970,50,100.6306,0.0041,50.28661,0.0009,56,150,0.03,0.016,0.4,1.8,3.3,0.269,466,-,4,,,0.641,0.355,0.477
1276.01,5.1517,517,26,71.6997,0.0053,22.78864,0.00052,26,94,0.023,0.016,0.7,1.7,1.5,0.154,474,-,4,,,0.87,0.37,0.567
1278.01,5.8956,263,14,78.079,0.011,12.40287,0.00061,16.24,0.72,0.01629,0.00068,0.061,0.01,1.6,0.107,744,-,4,,,0.849,0.16,0.369
1278.02,6.2243,682,20,94.3182,0.0078,44.3474,0.0016,56.8,2,0.02488,0.0008,0.042,0.01,2.4,0.25,487,-,4,,,0.733,0.347,0.505
1279.01,4.9091,292,25,71.2073,0.0056,14.37428,0.00035,22.86,0.67,0.016,0.00042,0.015,0.033,1.1,0.115,584,-,4,,,0.97,0.28,0.521
1281.01,2.8618,523,15,74.8243,0.0056,49.4787,0.0012,134,1323,0.022,0.045,0.4,3.4,2,0.265,431,-,4,,,0.778,0.395,0.554
1282.01,8.531,212,30,95.883,0.006,30.86317,0.00087,28.97,0.62,0.0138,0.00029,0.027,0.01,2,0.201,688,-,4,,,0.778,0.173,0.367
1283.01,5.8824,53,20,71.0524,0.0075,8.09166,0.00026,10.16,0.31,0.00717,0.00021,0.028,0.01,0.7,0.077,883,-,4,,,0.921,0.119,0.331
1285.01,1.6718,4576,94,67.72319,0.00069,0.937416,0.0000028,2.12,0.28,0.0814,0.0029,0.9,0.19,8,0.019,1606,-,4,,,0.422,0.025,0.102
1288.01,6.6527,8365,135,152.7044,0.0013,117.93,0.001,170.9,1.2,0.08401,0.00047,0.008,0.014,9.8,0.488,400,-,4,,,0.381,0.369,0.375
1298.01,2.0927,1391,28,76.2253,0.0027,11.00823,0.00013,22,20,0.0445,0.0079,0.9,0.5,3.7,0.084,554,-,4,,,0.61,0.258,0.397
1299.01,15.1959,789,68,104.5278,0.0048,52.4989,0.0013,28,0.24,0.02601,0.00024,0.021,0.017,10.2,0.305,748,-,4,,,0.373,0.122,0.213
1300.01,1.144,416,57,66.94395,0.00089,0.6313314,0.0000025,4.779,0.012,0.02036,0.00025,0.07,-,1.7,0.013,1485,-,4,,,0.83,0.036,0.173
1301.01,2.6177,703,13,117.9894,0.0064,12.69902,0.00037,33,379,0.027,0.064,0.6,3.4,1.9,0.104,588,-,4,,,0.794,0.236,0.433
1301.02,3.5078,1045,13,122.2828,0.0083,37.5214,0.0014,60,432,0.034,0.048,0.7,2.2,2.3,0.215,409,-,4,,,0.746,0.465,0.589
1302.01,6.8896,804,28,120.558,0.0049,55.6394,0.0014,63.6,1.6,0.02629,0.0006,0.004,0.01,2.4,0.289,427,-,4,,,0.733,0.431,0.562
1303.01,18.2696,383,24,76.689,0.014,34.2936,0.0021,14.62,0.32,0.01818,0.00046,0.026,0.03,2.6,0.21,579,-,4,,,0.71,0.253,0.424
1304.01,3.1186,297,11,69.4812,0.0089,4.59723,0.00018,9,60,0.021,0.029,0.7,2.3,1.8,0.055,964,-,4,,,0.812,0.091,0.272
1305.01,2.2079,262,15,67.5591,0.0051,2.633895,0.000057,9.19,0.11,0.0174,0.00058,0.0493,-,1.3,0.036,1020,-,4,,,0.916,0.089,0.286
1306.01,1.7321,239,14,66.327,0.0047,1.796375,0.000036,10.201,0.054,0.02101,0.00057,0.0975,-,2.1,0.029,1431,-,4,,,0.773,0.041,0.177
1306.02,2.2614,264,13,69.007,0.0059,3.468005,0.000088,6,28,0.022,0.018,0.9,1.3,2.2,0.046,1136,-,4,,,0.759,0.068,0.227
1306.03,3.7452,216,11,66.458,0.011,5.91495,0.00027,9,63,0.018,0.025,0.7,2.3,1.8,0.065,956,-,4,,,0.812,0.093,0.274
1307.01,3.8988,736,23,105.4744,0.0045,44.84967,0.00096,96,1068,0.025,0.058,0.1,4,3,0.252,505,-,4,,,0.668,0.315,0.459
1307.02,2.3012,512,18,70.6975,0.0042,20.342,0.00039,58,404,0.024,0.033,0.7,2.2,2.8,0.149,657,-,4,,,0.688,0.198,0.37
1308.01,5.5317,382,24,78.9578,0.0056,23.58427,0.00063,28,134,0.019,0.019,0.6,2.2,2,0.164,607,-,4,,,0.778,0.219,0.413
1309.01,4.6916,266,25,70.4515,0.0053,10.11672,0.00022,11,32,0.0175,0.01,0.8,1.3,2.5,0.098,1117,-,4,,,0.721,0.069,0.223
1310.01,3.6617,403,16,72.4384,0.0063,19.12903,0.00057,36,330,0.02,0.037,0.5,3.1,2,0.143,657,-,4,,,0.778,0.189,0.384
1311.01,7.2596,576,32,135.4621,0.005,83.5755,0.0021,93.4,2,0.0223,0.00045,0.026,0.032,3.4,0.391,494,-,4,,,0.633,0.32,0.45
1312.01,2.6895,261,15,68.0665,0.0055,6.14681,0.00015,19.34,0.19,0.01764,0.00062,0.084,-,1.6,0.067,950,-,4,,,0.849,0.098,0.288
1314.01,7.8679,128,18,73.143,0.01,8.57549,0.00038,6,22,0.012,0.0086,0.7,1.6,3.5,0.089,1213,-,4,,,0.625,0.054,0.184
1315.01,3.4409,136,21,66.7627,0.0054,6.84639,0.00015,7,23,0.0142,0.0077,0.89,0.96,1.9,0.074,1106,-,4,,,0.794,0.067,0.23
1316.01,6.4621,50,16,71.33,0.01,7.64981,0.00033,9.1,2.7,0.00653,0.00032,-,-,0.7,0.075,936,-,4,,,0.921,0.106,0.312
1325.01,3.4427,2699,93,70.4706,0.0012,10.035392,0.000051,23.55971,0.00012,0.049,0.037,0.0227,-,3.3,0.09,652,-,4,,,0.641,0.196,0.354
1328.01,3.1414,4598,25,93.9747,0.0035,80.966,0.0014,266,15,0.061,0.0025,0.024,0.055,4.8,0.362,338,-,4,,,0.542,0.546,0.544
1329.01,5.1611,990,24,86.6605,0.0057,33.19959,0.00088,50.6,1.7,0.02911,0.0008,0.027,0.042,2.5,0.198,457,-,4,,,0.721,0.384,0.526
1335.01,11.2408,1716,40,226.4189,0.0051,127.8295,0.0072,84,221,0.04,0.021,0.5,1.7,7.6,0.528,480,-,4,,,0.434,0.289,0.354
1336.01,3.6241,422,15,69.8593,0.0072,10.21869,0.00031,22,1.1,0.02046,0.00081,0.026,0.049,2.5,0.095,884,-,4,,,0.721,0.113,0.285
1337.01,1.8187,218,13,67.5043,0.0052,1.922787,0.000043,7,39,0.016,0.017,0.5,2.4,1.4,0.03,1177,-,4,,,0.892,0.064,0.239
1338.01,3.065,211,16,111.0667,0.0059,3.223004,0.000091,8.24,0.36,0.01526,0.00058,0.0451,-,1.7,0.044,1195,-,4,,,0.83,0.058,0.22
1339.01,2.8821,246,15,67.9005,0.0063,4.16804,0.00011,8,66,0.016,0.025,0.7,2.2,2,0.052,1150,-,4,,,0.778,0.06,0.217
1341.01,2.9285,214,14,67.0276,0.0067,4.51434,0.00013,11.49,0.18,0.0133,0.00076,0.2746,-,1.6,0.055,1165,-,4,,,0.849,0.063,0.231
1342.01,3.1222,160,17,67.0578,0.0058,3.773707,0.000093,9.94,0.4,0.01364,0.00046,0.0572,-,1.6,0.049,1242,-,4,,,0.849,0.055,0.216
1344.01,2.6231,117,15,66.3603,0.0055,4.48761,0.0001,15.27,0.15,0.01191,0.0004,0.047,-,1.1,0.054,1021,-,4,,,0.97,0.093,0.3
1353.01,10.8183,12406,72,169.6578,0.0039,125.8649,0.003,115.5,1.4,0.1025,0.0011,0.029,0.025,18.1,0.52,469,-,4,,,0.275,0.251,0.263
1355.01,5.1862,2845,35,84.9328,0.0039,51.92904,0.0009,80.9,1.9,0.04945,0.00097,0.023,0.03,2.8,0.266,342,-,4,,,0.688,0.589,0.637
1360.01,4.5398,1377,25,97.298,0.0049,36.76944,0.00082,62,441,0.035,0.051,0.2,3.1,2.7,0.207,408,-,4,,,0.699,0.455,0.563
1360.02,2.3547,836,17,74.93,0.0045,14.58951,0.00029,39,361,0.029,0.054,0.6,2.9,2.3,0.112,555,-,4,,,0.746,0.279,0.456
1361.01,4.8039,1362,32,84.1831,0.0039,59.8791,0.0011,100.4,2.5,0.03422,0.00072,0.017,0.032,2.2,0.243,279,-,4,,,0.759,0.811,0.784
1363.01,2.3642,455,16,67.8975,0.0051,3.546626,0.000077,11.87,0.74,0.0202,0.00095,0.0643,-,1.8,0.046,1052,-,4,,,0.812,0.076,0.248
1364.01,4.0375,851,13,119.0465,0.0076,20.83299,0.00082,41.3,2.6,0.0274,0.0013,0.03,0.11,2.9,0.148,596,-,4,,,0.678,0.236,0.4
1364.02,2.8321,723,16,114.9246,0.0051,7.05519,0.00018,20.6,1.2,0.0263,0.0012,0.035,0.01,2.7,0.072,854,-,4,,,0.699,0.119,0.289
1366.01,4.5442,886,28,97.7735,0.0042,19.25493,0.0004,33.04,0.94,0.02751,0.00066,0.025,0.039,2.4,0.141,582,-,4,,,0.733,0.254,0.432
1367.01,0.9983,315,33,67.06,0.0014,0.5678602,0.0000036,5,31,0.015,0.018,0.2,2.9,1.2,0.013,1639,-,4,,,0.942,0.032,0.172
1369.01,2.722,254,19,66.8903,0.0047,3.016111,0.00006,9.07,0.11,0.01642,0.00047,0.0586,-,1.8,0.042,1239,-,4,,,0.812,0.053,0.207
1370.01,2.3585,402,12,68.2586,0.0065,6.88354,0.00019,22.7,1.7,0.0198,0.0011,0,0.01,1.7,0.071,795,-,4,,,0.83,0.138,0.338
1372.01,10.4241,488,12,109.049,0.017,69.7118,0.0057,43,265,0.022,0.027,0.6,2.4,2.2,0.338,416,-,4,,,0.759,0.456,0.588
1375.01,4.776,2369,61,139.9267,0.0022,321.2161,0.0031,207,62,0.141,0.017,1.14,0.34,17.9,0.958,300,-,4,,,0.277,0.494,0.37
1376.01,2.64,274,21,117.2434,0.0038,7.13906,0.00014,21.28,0.8,0.01706,0.00051,0.0486,-,2.8,0.085,1337,-,4,,,0.688,0.045,0.177
1377.01,5.0697,178,12,67.557,0.012,11.29698,0.00059,17.91,0.96,0.01362,0.00066,0.03,0.014,1.6,0.102,868,-,4,,,0.849,0.118,0.316
1378.01,4.8532,218,23,66.3534,0.0055,19.30204,0.00049,30,181,0.014,0.018,0.3,2.8,1.3,0.13,590,-,4,,,0.916,0.263,0.491
1379.01,2.4909,149,20,69.8878,0.004,5.621614,0.000095,18.43,0.85,0.01196,0.00044,0.0058,-,0.8,0.062,790,-,4,,,0.951,0.154,0.382
1382.01,3.7694,46634,148,112.53263,0.00071,4.202347,0.000015,10.271,0.082,0.2003,0.0012,0.0001,-,24.1,0.053,1191,-,4,,,0.235,0.038,0.095
1385.01,4.0744,46306,772,72.08453,0.00018,18.610068,0.000015,42,13,0.19775,0.0003,-,-,15.1,0.138,581,-,4,,,0.303,0.18,0.234
1387.01,4.8792,56665,1404,85.56423,0.00014,23.799979,0.000015,36,11,0.2885,0.0017,0.73,0.22,31.1,0.165,615,-,4,,,0.204,0.139,0.168
1391.01,1.9404,4222,90,66.8021,0.00089,7.981177,0.000031,17.9,5.4,0.079,0.0016,0.84,0.25,8.3,0.08,921,-,4,,,0.415,0.083,0.186
1395.01,1.5514,1455,20,114.2969,0.0029,6.230288,0.000089,35.1,2.7,0.0378,0.0022,0.0253,-,2.5,0.064,718,-,4,,,0.721,0.171,0.351
1396.01,3.1586,778,21,116.9867,0.0045,6.62641,0.00015,16.7,0.72,0.02646,0.00092,0.034,0.01,2.5,0.07,884,-,4,,,0.721,0.113,0.285
1396.02,2.5938,339,11,113.2709,0.0075,3.70128,0.00014,11.85,0.85,0.0194,0.0011,0.0099,-,1.9,0.048,1067,-,4,,,0.794,0.072,0.24
1401.01,2.6369,240,64,66.8031,0.0014,0.5667194,0.0000035,1.773,0.018,0.01408,0.00018,0,0.025,2,0.014,2820,-,4,,,0.778,0.007,0.075
1402.01,3.808,425,14,70.1876,0.0087,7.13962,0.00025,14.72,0.7,0.02196,0.00087,0.0547,-,1.7,0.073,792,-,4,,,0.83,0.139,0.339
